    0.01756351813673973,685.0,0
0.01756351813673973,685.0,1
0.017490439116954803,685.0,2
0.9833134412765503,0.0,3
0.017490439116954803,685.0,4
0.9833134412765503,0.0,5
0.9833134412765503,0.0,6
0.017490439116954803,685.0,7
0.017587877810001373,685.0,8
0.01756351813673973,685.0,9
0.01756351813673973,685.0,10
0.9833134412765503,0.0,11
0.017490439116954803,685.0,12
0.01756351813673973,685.0,13
0.017368638888001442,685.0,14
0.0173442792147398,685.0,15
0.01756351813673973,685.0,16
0.9833134412765503,0.0,17
0.01756351813673973,685.0,18
0.01756351813673973,685.0,19
0.01756351813673973,685.0,20
0.01756351813673973,685.0,21
0.01756351813673973,685.0,22
0.01756351813673973,685.0,23
0.017490439116954803,685.0,24
0.01744171790778637,685.0,25
0.017417358234524727,685.0,26
0.9833134412765503,0.0,27
0.0173442792147398,685.0,28
0.017417358234524727,685.0,29
0.0173442792147398,685.0,30
0.01746607944369316,685.0,31
0.017392998561263084,685.0,32
0.9833134412765503,0.0,33
0.017587877810001373,685.0,34
0.017490439116954803,685.0,35
0.9833134412765503,0.0,36
0.9833134412765503,0.0,37
0.017417358234524727,685.0,38
0.9833134412765503,0.0,39
0.9833134412765503,0.0,40
0.9833134412765503,0.0,41
0.017417358234524727,685.0,42
0.9833134412765503,0.0,43
0.017417358234524727,685.0,44
0.01756351813673973,685.0,45
0.01744171790778637,685.0,46
0.017417358234524727,685.0,47
0.017417358234524727,685.0,48
0.9833134412765503,0.0,49
0.9833134412765503,0.0,50
0.01756351813673973,685.0,51
0.017490439116954803,685.0,52
0.017490439116954803,685.0,53
0.9833134412765503,0.0,54
0.01756351813673973,685.0,55
0.017490439116954803,685.0,56
0.017368638888001442,685.0,57
0.9833134412765503,0.0,58
0.017490439116954803,685.0,59
0.01756351813673973,685.0,60
0.01756351813673973,685.0,61
0.9833134412765503,0.0,62
0.9833134412765503,0.0,63
0.017490439116954803,685.0,64
0.9833134412765503,0.0,65
0.025724099949002266,729.0,0
0.982192873954773,0.0,0
0.017807118594646454,731.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
0.017807118594646454,731.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
0.8081411123275757,163.0,0
0.982192873954773,0.0,0
0.9817787408828735,0.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
0.019293073564767838,731.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
0.982192873954773,0.0,0
